,dw_nominate,govtrack_id,at_large,chamber,congress,date_of_birth,district,first_name,gender,in_office,last_name,last_updated,leadership_role,middle_name,missed_votes,missed_votes_pct,next_election,office,party,senate_class,seniority,short_title,state,state_rank,suffix,title,total_present,total_votes,votes_with_party_pct,opensecrets,bioguide,ideaology,Finance
429,0.615,412670,False,House,115,1969-05-20,6,Mark,M,False,Walker,2019-04-08 10:25:08 -0400,,,33.0,2.72,2018,1305 Longworth House Office Building,R,,4,Rep.,NC,,,Representative,0.0,1212.0,96.76,N00035311,W000819,"{'AgFood': '0.013499999999999996', 'DefenseGlobal': '-0.021223529411764714', 'EnergyTransport': '0.09394444444444443', 'Finance': '-0.08848214285714286', 'Health': '-0.06766666666666667', 'LaborEmployment': '0.012000000000000002'}","{'Health': 96305, 'Finance, Insurance & Real Estate': 320400, 'Defense & Global Relations': 16500, 'Agriculture, Food, & Consumer Goods': 96250, 'Labor/Employment': 10000, 'Energy & Transportation': 121595}"
430,0.445,412538,False,House,115,1963-08-17,2,Jackie,F,False,Walorski,2019-04-08 10:25:08 -0400,,,9.0,0.74,2018,419 Cannon House Office Building,R,,6,Rep.,IN,,,Representative,0.0,1212.0,98.41,N00031226,W000813,"{'AgFood': '-0.02463888888888889', 'DefenseGlobal': '0.04018103448275862', 'EnergyTransport': '0.032715447154471534', 'Finance': '-0.09090000000000002', 'Health': '-0.039738636363636365', 'LaborEmployment': '0.0215'}","{'Health': 380211, 'Finance, Insurance & Real Estate': 780841, 'Defense & Global Relations': 72400, 'Agriculture, Food, & Consumer Goods': 148450, 'Labor/Employment': 4500, 'Energy & Transportation': 405775}"
431,0.433,412618,False,House,115,1962-05-14,45,Mimi,F,False,Walters,2019-04-08 10:25:08 -0400,,,83.0,6.85,2018,215 Cannon House Office Building,R,,4,Rep.,CA,,,Representative,0.0,1212.0,98.75,N00035391,W000820,"{'AgFood': '-0.019562500000000007', 'DefenseGlobal': '0.011424657534246579', 'EnergyTransport': '0.03919736842105263', 'Finance': '-0.07852727272727272', 'Health': '-0.06054901960784314', 'LaborEmployment': '0.014230769230769233'}","{'Health': 452645, 'Finance, Insurance & Real Estate': 1525920, 'Defense & Global Relations': 51850, 'Agriculture, Food, & Consumer Goods': 169454, 'Labor/Employment': 11000, 'Energy & Transportation': 435723}"
432,-0.275,412214,False,House,115,1964-04-06,1,Tim,M,False,Walz,2019-04-08 10:25:08 -0400,,,395.0,32.59,2018,2313 Rayburn House Office Building,D,,12,Rep.,MN,,,Representative,0.0,1212.0,93.35,N00027467,W000799,"{'AgFood': '-0.11600000000000002', 'DefenseGlobal': '0.109710843373494', 'EnergyTransport': '0.02891666666666665', 'Finance': '-0.04223893805309734', 'Health': '0.04465517241379312', 'LaborEmployment': '-0.036333333333333336'}","{'Health': 22325, 'Finance, Insurance & Real Estate': 11000, 'Defense & Global Relations': 0, 'Agriculture, Food, & Consumer Goods': 28000, 'Labor/Employment': 7500, 'Energy & Transportation': 14500}"
433,-0.422,400623,False,House,115,1966-09-27,23,Debbie,F,False,Wasserman Schultz,2019-04-08 10:25:08 -0400,,,76.0,6.27,2018,1114 Longworth House Office Building,D,,14,Rep.,FL,,,Representative,2.0,1212.0,94.61,N00026106,W000797,"{'AgFood': '-0.06199999999999999', 'DefenseGlobal': '0.05245370370370371', 'EnergyTransport': '0.01744736842105263', 'Finance': '-0.022024000000000002', 'Health': '0.03439682539682542', 'LaborEmployment': '0.0969'}","{'Health': 139144, 'Finance, Insurance & Real Estate': 626034, 'Defense & Global Relations': 22880, 'Agriculture, Food, & Consumer Goods': 48381, 'Labor/Employment': 155030, 'Energy & Transportation': 78957}"
434,-0.655,400422,False,House,115,1938-08-15,43,Maxine,F,False,Waters,2019-04-08 10:25:08 -0400,,,54.0,4.46,2018,2221 Rayburn House Office Building,D,,28,Rep.,CA,,,Representative,2.0,1212.0,94.19,N00006690,W000187,"{'AgFood': '-0.004037037037037043', 'DefenseGlobal': '0.09716326530612247', 'EnergyTransport': '0.02159748427672956', 'Finance': '-0.007037313432835819', 'Health': '0.02698387096774194', 'LaborEmployment': '0.03888888888888889'}","{'Health': 10205, 'Finance, Insurance & Real Estate': 544439, 'Defense & Global Relations': 7155, 'Agriculture, Food, & Consumer Goods': 14220, 'Labor/Employment': 70500, 'Energy & Transportation': 31192}"
435,-0.644,412644,False,House,115,1945-02-06,12,Bonnie,F,False,Watson Coleman,2019-04-08 10:25:08 -0400,,,19.0,1.57,2018,1535 Longworth House Office Building,D,,4,Rep.,NJ,,,Representative,1.0,1212.0,93.77,N00036158,W000822,"{'AgFood': '-0.02033333333333333', 'DefenseGlobal': '0.021963414634146333', 'EnergyTransport': '0.05170329670329667', 'Finance': '0.024742268041237116', 'Health': '0.0027115384615384684', 'LaborEmployment': '0.1204'}","{'Health': 98685, 'Finance, Insurance & Real Estate': 118589, 'Defense & Global Relations': 7027, 'Agriculture, Food, & Consumer Goods': 20834, 'Labor/Employment': 211119, 'Energy & Transportation': 29518}"
436,0.697,412574,False,House,115,1953-07-02,14,Randy,M,False,Weber,2019-04-08 10:25:08 -0400,,,22.0,1.82,2018,1708 Longworth House Office Building,R,,6,Rep.,TX,,,Representative,0.0,1212.0,94.94,N00033539,W000814,"{'AgFood': '0.017657142857142843', 'DefenseGlobal': '0.0002870370370370332', 'EnergyTransport': '0.004549180327868858', 'Finance': '-0.11400699300699302', 'Health': '-0.09628395061728395', 'LaborEmployment': '0.0215'}","{'Health': 23900, 'Finance, Insurance & Real Estate': 166200, 'Defense & Global Relations': 1000, 'Agriculture, Food, & Consumer Goods': 26284, 'Labor/Employment': 3500, 'Energy & Transportation': 184400}"
437,0.484,412410,False,House,115,1949-04-27,11,Daniel,M,False,Webster,2019-04-08 10:25:08 -0400,,,126.0,10.4,2018,1210 Longworth House Office Building,R,,8,Rep.,FL,,,Representative,0.0,1212.0,97.13,N00026335,W000806,"{'AgFood': '-0.008499999999999988', 'DefenseGlobal': '0.022184466019417464', 'EnergyTransport': '0.07077862595419848', 'Finance': '-0.08951677852348996', 'Health': '-0.04221951219512196', 'LaborEmployment': '0.04033333333333333'}","{'Health': 22200, 'Finance, Insurance & Real Estate': 161700, 'Defense & Global Relations': 0, 'Agriculture, Food, & Consumer Goods': 27500, 'Labor/Employment': 0, 'Energy & Transportation': 61649}"
438,-0.407,412239,True,House,115,1947-05-02,At-Large,Peter,M,False,Welch,2019-04-08 10:25:08 -0400,,,26.0,2.15,2018,2303 Rayburn House Office Building,D,,12,Rep.,VT,,,Representative,1.0,1212.0,94.33,N00000515,W000800,"{'AgFood': '-0.1169655172413793', 'DefenseGlobal': '0.06133333333333332', 'EnergyTransport': '0.025187499999999974', 'Finance': '-0.011125925925925928', 'Health': '0.0021232876712328906', 'LaborEmployment': '0.04845454545454546'}","{'Health': 118113, 'Finance, Insurance & Real Estate': 115062, 'Defense & Global Relations': 16500, 'Agriculture, Food, & Consumer Goods': 42130, 'Labor/Employment': 123500, 'Energy & Transportation': 61176}"
439,0.579,412564,False,House,115,1958-06-17,2,Brad,M,False,Wenstrup,2019-04-08 10:25:08 -0400,,,19.0,1.57,2018,2419 Rayburn House Office Building,R,,6,Rep.,OH,,,Representative,0.0,1212.0,96.63,N00033310,W000815,"{'AgFood': '0.04042105263157894', 'DefenseGlobal': '0.02727358490566037', 'EnergyTransport': '0.06964925373134326', 'Finance': '-0.10328275862068967', 'Health': '-0.05293181818181818', 'LaborEmployment': '-0.009947368421052632'}","{'Health': 287411, 'Finance, Insurance & Real Estate': 353775, 'Defense & Global Relations': 96700, 'Agriculture, Food, & Consumer Goods': 40150, 'Labor/Employment': 4000, 'Energy & Transportation': 126165}"
440,0.547,412610,False,House,115,1967-11-18,4,Bruce,M,False,Westerman,2019-04-08 10:25:08 -0400,,,7.0,0.58,2018,130 Cannon House Office Building,R,,4,Rep.,AR,,,Representative,0.0,1212.0,97.83,N00035527,W000821,"{'AgFood': '-0.01566666666666667', 'DefenseGlobal': '-0.016935483870967747', 'EnergyTransport': '0.07261797752808988', 'Finance': '-0.08305172413793105', 'Health': '-0.0652', 'LaborEmployment': '0.0454'}","{'Health': 87210, 'Finance, Insurance & Real Estate': 328760, 'Defense & Global Relations': 18000, 'Agriculture, Food, & Consumer Goods': 316541, 'Labor/Employment': 9500, 'Energy & Transportation': 249225}"
442,0.605,412578,False,House,115,1949-09-13,25,Roger,M,False,Williams,2019-04-08 10:25:08 -0400,,,16.0,1.32,2018,1323 Longworth House Office Building,R,,6,Rep.,TX,,,Representative,0.0,1212.0,97.23,N00030602,W000816,"{'AgFood': '0.083', 'DefenseGlobal': '0.028570175438596485', 'EnergyTransport': '0.07209677419354836', 'Finance': '-0.10450000000000001', 'Health': '-0.043915662650602406', 'LaborEmployment': '0.0215'}","{'Health': 36350, 'Finance, Insurance & Real Estate': 718230, 'Defense & Global Relations': 37400, 'Agriculture, Food, & Consumer Goods': 26657, 'Labor/Employment': 8750, 'Energy & Transportation': 243440}"
443,0.545,400433,False,House,115,1947-07-31,2,Joe,M,False,Wilson,2019-04-08 10:25:08 -0400,,,15.0,1.24,2018,1436 Longworth House Office Building,R,,18,Rep.,SC,,,Representative,0.0,1212.0,98.15,N00024809,W000795,"{'AgFood': '-0.01344736842105264', 'DefenseGlobal': '0.04646551724137934', 'EnergyTransport': '0.042968749999999986', 'Finance': '-0.09383221476510069', 'Health': '-0.0640595238095238', 'LaborEmployment': '-0.003666666666666667'}","{'Health': 62550, 'Finance, Insurance & Real Estate': 353147, 'Defense & Global Relations': 156850, 'Agriculture, Food, & Consumer Goods': 67244, 'Labor/Employment': 6000, 'Energy & Transportation': 110650}"
444,-0.474,412412,False,House,115,1942-11-05,24,Frederica,F,False,Wilson,2019-04-08 10:25:08 -0400,,,182.0,15.02,2018,2445 Rayburn House Office Building,D,,8,Rep.,FL,,,Representative,3.0,1212.0,95.8,N00030650,W000808,"{'AgFood': '-0.15807142857142856', 'DefenseGlobal': '0.07434693877551021', 'EnergyTransport': '0.017335443037974668', 'Finance': '-0.02124193548387096', 'Health': '0.021192307692307715', 'LaborEmployment': '0.0533'}","{'Health': 18600, 'Finance, Insurance & Real Estate': 73990, 'Defense & Global Relations': 0, 'Agriculture, Food, & Consumer Goods': 11000, 'Labor/Employment': 138500, 'Energy & Transportation': 73631}"
445,0.425,412255,False,House,115,1959-02-03,1,Robert,M,False,Wittman,2019-04-08 10:25:08 -0400,,J.,15.0,1.24,2018,2055 Rayburn House Office Building,R,,12,Rep.,VA,,,Representative,0.0,1212.0,95.39,N00029459,W000804,"{'AgFood': '0.0423846153846154', 'DefenseGlobal': '0.01591071428571428', 'EnergyTransport': '0.06378676470588235', 'Finance': '-0.09616891891891895', 'Health': '-0.05619767441860464', 'LaborEmployment': '-0.009947368421052632'}","{'Health': 81340, 'Finance, Insurance & Real Estate': 246068, 'Defense & Global Relations': 267000, 'Agriculture, Food, & Consumer Goods': 46025, 'Labor/Employment': 58000, 'Energy & Transportation': 164360}"
446,0.347,412402,False,House,115,1957-02-18,3,Steve,M,False,Womack,2019-04-08 10:25:08 -0400,,,0.0,0.0,2018,2412 Rayburn House Office Building,R,,8,Rep.,AR,,,Representative,0.0,1212.0,98.34,N00031857,W000809,"{'AgFood': '0.01038888888888889', 'DefenseGlobal': '0.03638983050847456', 'EnergyTransport': '0.0320234375', 'Finance': '-0.09137908496732028', 'Health': '-0.04508045977011493', 'LaborEmployment': '0.0215'}","{'Health': 71500, 'Finance, Insurance & Real Estate': 250204, 'Defense & Global Relations': 88500, 'Agriculture, Food, & Consumer Goods': 85302, 'Labor/Employment': 5500, 'Energy & Transportation': 146850}"
447,0.643,412416,False,House,115,1970-02-11,7,Rob,M,False,Woodall,2019-04-08 10:25:08 -0400,,,17.0,1.4,2018,1724 Longworth House Office Building,R,,8,Rep.,GA,,,Representative,0.0,1212.0,94.12,N00032416,W000810,"{'AgFood': '0.01319565217391303', 'DefenseGlobal': '0.012464285714285706', 'EnergyTransport': '0.06658865248226946', 'Finance': '-0.09237748344370862', 'Health': '-0.08534117647058825', 'LaborEmployment': '0.0215'}","{'Health': 89350, 'Finance, Insurance & Real Estate': 347050, 'Defense & Global Relations': 11500, 'Agriculture, Food, & Consumer Goods': 67950, 'Labor/Employment': 14000, 'Energy & Transportation': 149050}"
448,-0.378,412211,False,House,115,1947-11-04,3,John,M,False,Yarmuth,2019-04-08 10:25:08 -0400,,,41.0,3.38,2018,131 Cannon House Office Building,D,,12,Rep.,KY,,,Representative,2.0,1212.0,95.11,N00028073,Y000062,"{'AgFood': '-0.13465384615384612', 'DefenseGlobal': '0.055905660377358495', 'EnergyTransport': '0.023303797468354426', 'Finance': '-0.015798507462686573', 'Health': '0.009731343283582107', 'LaborEmployment': '0.04845454545454546'}","{'Health': 106050, 'Finance, Insurance & Real Estate': 112276, 'Defense & Global Relations': 14000, 'Agriculture, Food, & Consumer Goods': 31000, 'Labor/Employment': 190500, 'Energy & Transportation': 33578}"
449,0.558,412430,False,House,115,1976-01-08,3,Kevin,M,False,Yoder,2019-04-08 10:25:08 -0400,,,18.0,1.49,2018,2433 Rayburn House Office Building,R,,8,Rep.,KS,,,Representative,0.0,1212.0,94.53,N00031502,Y000063,"{'AgFood': '0.11170967741935481', 'DefenseGlobal': '0.04866666666666669', 'EnergyTransport': '0.04311538461538462', 'Finance': '-0.09458783783783785', 'Health': '-0.06139080459770114', 'LaborEmployment': '-0.003666666666666667'}","{'Health': 278849, 'Finance, Insurance & Real Estate': 1488108, 'Defense & Global Relations': 91700, 'Agriculture, Food, & Consumer Goods': 269823, 'Labor/Employment': 51250, 'Energy & Transportation': 467610}"
450,0.698,412525,False,House,115,1955-04-13,3,Ted,M,False,Yoho,2019-04-08 10:25:08 -0400,,,47.0,3.88,2018,511 Cannon House Office Building,R,,6,Rep.,FL,,,Representative,0.0,1212.0,94.66,N00033220,Y000065,"{'AgFood': '-0.05093750000000001', 'DefenseGlobal': '-0.001117647058823532', 'EnergyTransport': '0.03511538461538461', 'Finance': '-0.10747517730496454', 'Health': '-0.06558666666666667', 'LaborEmployment': '0.0215'}","{'Health': 32050, 'Finance, Insurance & Real Estate': 127950, 'Defense & Global Relations': 8000, 'Agriculture, Food, & Consumer Goods': 218459, 'Labor/Employment': 2500, 'Energy & Transportation': 54745}"
451,0.442,412628,False,House,115,1968-05-11,3,David,M,False,Young,2019-04-08 10:25:08 -0400,,,0.0,0.0,2018,240 Cannon House Office Building,R,,4,Rep.,IA,,,Representative,0.0,1212.0,96.85,N00035509,Y000066,"{'AgFood': '-0.04966666666666667', 'DefenseGlobal': '-0.019047058823529417', 'EnergyTransport': '0.08048387096774193', 'Finance': '-0.0668', 'Health': '-0.076890625', 'LaborEmployment': '0.014230769230769233'}","{'Health': 126653, 'Finance, Insurance & Real Estate': 752219, 'Defense & Global Relations': 47700, 'Agriculture, Food, & Consumer Goods': 315158, 'Labor/Employment': 25000, 'Energy & Transportation': 283440}"
452,0.279,400440,True,House,115,1933-06-09,At-Large,Don,M,False,Young,2019-04-08 10:25:08 -0400,,,44.0,3.63,2018,2314 Rayburn House Office Building,R,,46,Rep.,AK,,,Representative,0.0,1212.0,90.97,N00007999,Y000033,"{'AgFood': '-0.024441176470588234', 'DefenseGlobal': '0.033148148148148135', 'EnergyTransport': '0.03793277310924369', 'Finance': '-0.09272727272727276', 'Health': '-0.08173493975903616', 'LaborEmployment': '0.0004444444444444441'}","{'Health': 14300, 'Finance, Insurance & Real Estate': 225276, 'Defense & Global Relations': 22350, 'Agriculture, Food, & Consumer Goods': 31500, 'Labor/Employment': 139700, 'Energy & Transportation': 278250}"
453,0.362,412646,False,House,115,1980-01-30,1,Lee,M,False,Zeldin,2019-04-08 10:25:08 -0400,,,35.0,2.89,2018,1517 Longworth House Office Building,R,,4,Rep.,NY,,,Representative,0.0,1212.0,94.03,N00029404,Z000017,"{'AgFood': '0.016277777777777783', 'DefenseGlobal': '-0.003714285714285719', 'EnergyTransport': '0.05366666666666667', 'Finance': '-0.07012605042016809', 'Health': '-0.054718750000000003', 'LaborEmployment': '0.0454'}","{'Health': 155860, 'Finance, Insurance & Real Estate': 1202657, 'Defense & Global Relations': 25740, 'Agriculture, Food, & Consumer Goods': 63705, 'Labor/Employment': 93420, 'Energy & Transportation': 114754}"
454,0.412,412640,True,House,115,1961-11-01,At-Large,Ryan,M,False,Zinke,2019-04-08 10:25:08 -0400,,,89.0,82.41,2018,,R,,4,Rep.,MT,,,Representative,0.0,108.0,100.0,N00035616,Z000018,"{'AgFood': '-0.0874', 'DefenseGlobal': '0.06752631578947368', 'EnergyTransport': '0.06428571428571427', 'Finance': '-0.0414468085106383', 'Health': '0.15996296296296297', 'LaborEmployment': '0.011666666666666667'}","{'Health': 2500, 'Finance, Insurance & Real Estate': 10150, 'Defense & Global Relations': 0, 'Agriculture, Food, & Consumer Goods': 0, 'Labor/Employment': 0, 'Energy & Transportation': 7100}"
455,0.323,300002,,Senate,115,1940-07-03,,Lamar,M,False,Alexander,2019-04-08 09:28:49 -0400,,,27.0,4.51,2020,455 Dirksen Senate Office Building,R,2,15,Sen.,TN,senior,,"Senator, 2nd Class",0.0,599.0,96.15,N00009888,A000360,"{'AgFood': '0.22389473684210523', 'DefenseGlobal': '-0.12473684210526316', 'EnergyTransport': '0.1225466666666667', 'Finance': '-0.028277777777777773', 'Health': '0.03499999999999999', 'LaborEmployment': '0.13856249999999995'}","{'Health': 1032392, 'Finance, Insurance & Real Estate': 1742330, 'Defense & Global Relations': 117950, 'Agriculture, Food, & Consumer Goods': 251036, 'Labor/Employment': 9500, 'Energy & Transportation': 694176}"
456,-0.522,400013,,Senate,115,1962-02-11,,Tammy,F,False,Baldwin,2019-04-08 09:28:49 -0400,,,3.0,0.5,2018,709 Hart,D,1,5,Sen.,WI,junior,,"Senator, 1st Class",1.0,599.0,94.46,N00004367,B001230,"{'AgFood': '0.17249999999999996', 'DefenseGlobal': '-0.0457', 'EnergyTransport': '0.17017460317460317', 'Finance': '0.18988888888888894', 'Health': '0.06348387096774193', 'LaborEmployment': '0.15119999999999997'}","{'Health': 1461129, 'Finance, Insurance & Real Estate': 3838982, 'Defense & Global Relations': 81695, 'Agriculture, Food, & Consumer Goods': 322287, 'Labor/Employment': 336591, 'Energy & Transportation': 396980}"
457,0.534,412251,,Senate,115,1952-07-21,,John,M,False,Barrasso,2019-04-08 09:28:49 -0400,Policy Committee Chair,,1.0,0.17,2018,307 Dirksen Senate Office Building,R,1,11,Sen.,WY,junior,,"Senator, 1st Class",0.0,599.0,96.32,N00006236,B001261,"{'AgFood': '0.09376923076923074', 'DefenseGlobal': '-0.1450810810810811', 'EnergyTransport': '0.10685915492957747', 'Finance': '-0.02884210526315791', 'Health': '0.0592258064516129', 'LaborEmployment': '0.1320555555555555'}","{'Health': 1098325, 'Finance, Insurance & Real Estate': 2054467, 'Defense & Global Relations': 77000, 'Agriculture, Food, & Consumer Goods': 251925, 'Labor/Employment': 16500, 'Energy & Transportation': 1429625}"
458,-0.207,412330,,Senate,115,1964-11-28,,Michael,M,False,Bennet,2019-04-08 09:28:49 -0400,,,5.0,0.83,2022,261 Russell Senate Office Building,D,3,9,Sen.,CO,senior,,"Senator, 3rd Class",1.0,599.0,90.74,N00030608,B001267,"{'AgFood': '0.14465', 'DefenseGlobal': '-0.14876923076923076', 'EnergyTransport': '0.16496969696969693', 'Finance': '0.024692307692307704', 'Health': '0.0720909090909091', 'LaborEmployment': '0.1667857142857143'}","{'Health': 1420924, 'Finance, Insurance & Real Estate': 6961850, 'Defense & Global Relations': 99233, 'Agriculture, Food, & Consumer Goods': 409996, 'Labor/Employment': 175539, 'Energy & Transportation': 516749}"
459,-0.417,412490,,Senate,115,1946-02-13,,Richard,M,False,Blumenthal,2019-04-08 09:28:49 -0400,,,3.0,0.5,2022,706 Hart Senate Office Building,D,3,7,Sen.,CT,senior,,"Senator, 3rd Class",1.0,599.0,90.94,N00031685,B001277,"{'AgFood': '0.11455555555555552', 'DefenseGlobal': '-0.11572222222222221', 'EnergyTransport': '0.1914745762711864', 'Finance': '0.20825000000000005', 'Health': '0.0765', 'LaborEmployment': '0.15119999999999997'}","{'Health': 578832, 'Finance, Insurance & Real Estate': 3561704, 'Defense & Global Relations': 150815, 'Agriculture, Food, & Consumer Goods': 36737, 'Labor/Employment': 264356, 'Energy & Transportation': 267605}"
460,0.43,400034,,Senate,115,1950-01-10,,Roy,M,False,Blunt,2019-04-08 09:28:49 -0400,,,14.0,2.34,2022,260 Russell Senate Office Building,R,3,7,Sen.,MO,junior,,"Senator, 3rd Class",0.0,599.0,98.29,N00005195,B000575,"{'AgFood': '0.21427777777777773', 'DefenseGlobal': '-0.10197368421052631', 'EnergyTransport': '0.10881578947368425', 'Finance': '0.011095238095238076', 'Health': '0.0653939393939394', 'LaborEmployment': '0.1378823529411764'}","{'Health': 1447944, 'Finance, Insurance & Real Estate': 4645711, 'Defense & Global Relations': 243326, 'Agriculture, Food, & Consumer Goods': 975992, 'Labor/Employment': 98000, 'Energy & Transportation': 1678639}"
461,-0.612,412598,,Senate,115,1969-04-27,,Cory,M,False,Booker,2019-04-08 09:28:49 -0400,,,28.0,4.67,2020,359 Dirksen Senate Office Building,D,2,5,Sen.,NJ,junior,,"Senator, 2nd Class",1.0,599.0,84.94,N00035267,B001288,"{'AgFood': '0.055250000000000014', 'DefenseGlobal': '-0.04861538461538462', 'EnergyTransport': '0.21285714285714283', 'Finance': '0.20825000000000005', 'Health': '0.0765', 'LaborEmployment': '0.15119999999999997'}","{'Health': 1241661, 'Finance, Insurance & Real Estate': 10009970, 'Defense & Global Relations': 36762, 'Agriculture, Food, & Consumer Goods': 304264, 'Labor/Employment': 307878, 'Energy & Transportation': 801733}"
462,0.401,400040,,Senate,115,1950-12-10,,John,M,False,Boozman,2019-04-08 09:28:49 -0400,,,4.0,0.67,2022,141 Hart Senate Office Building,R,3,7,Sen.,AR,senior,,"Senator, 3rd Class",0.0,599.0,98.32,N00013873,B001236,"{'AgFood': '0.21427777777777773', 'DefenseGlobal': '-0.12564102564102564', 'EnergyTransport': '0.10348484848484846', 'Finance': '0.0007999999999999729', 'Health': '0.07059375', 'LaborEmployment': '0.1320555555555555'}","{'Health': 440239, 'Finance, Insurance & Real Estate': 1362878, 'Defense & Global Relations': 88000, 'Agriculture, Food, & Consumer Goods': 533091, 'Labor/Employment': 27000, 'Energy & Transportation': 439025}"
463,-0.438,400050,,Senate,115,1952-11-09,,Sherrod,M,False,Brown,2019-04-08 09:28:49 -0400,,,2.0,0.33,2018,713 Hart Senate Office Building,D,1,11,Sen.,OH,senior,,"Senator, 1st Class",1.0,599.0,93.8,N00003535,B000944,"{'AgFood': '0.15838888888888888', 'DefenseGlobal': '-0.07125806451612904', 'EnergyTransport': '0.2057758620689655', 'Finance': '0.2145714285714286', 'Health': '0.09625806451612903', 'LaborEmployment': '0.15119999999999997'}","{'Health': 1625071, 'Finance, Insurance & Real Estate': 6329373, 'Defense & Global Relations': 60185, 'Agriculture, Food, & Consumer Goods': 305536, 'Labor/Employment': 476178, 'Energy & Transportation': 394038}"
464,0.453,400054,,Senate,115,1955-11-30,,Richard,M,False,Burr,2019-04-08 09:28:49 -0400,,M.,25.0,4.17,2022,217 Russell Senate Office Building,R,3,13,Sen.,NC,senior,,"Senator, 3rd Class",0.0,599.0,97.74,N00002221,B001135,"{'AgFood': '0.1618125', 'DefenseGlobal': '-0.10994736842105263', 'EnergyTransport': '0.12942465753424662', 'Finance': '0.028954545454545424', 'Health': '0.07659375', 'LaborEmployment': '0.13999999999999993'}","{'Health': 1428723, 'Finance, Insurance & Real Estate': 3932488, 'Defense & Global Relations': 188700, 'Agriculture, Food, & Consumer Goods': 673375, 'Labor/Employment': 2000, 'Energy & Transportation': 1093657}"
465,-0.293,300018,,Senate,115,1958-10-13,,Maria,F,False,Cantwell,2019-04-08 09:28:49 -0400,,,2.0,0.33,2018,511 Hart Senate Office Building,D,1,17,Sen.,WA,junior,,"Senator, 1st Class",1.0,599.0,95.14,N00007836,C000127,"{'AgFood': '0.1797894736842105', 'DefenseGlobal': '-0.11017142857142859', 'EnergyTransport': '0.18090322580645157', 'Finance': '0.28571428571428575', 'Health': '0.0765', 'LaborEmployment': '0.15119999999999997'}","{'Health': 305664, 'Finance, Insurance & Real Estate': 2418728, 'Defense & Global Relations': 61510, 'Agriculture, Food, & Consumer Goods': 93516, 'Labor/Employment': 19839, 'Energy & Transportation': 426814}"
466,0.261,400061,,Senate,115,1953-11-26,,Shelley,F,False,Capito,2019-04-08 09:28:49 -0400,,Moore,6.0,1.0,2020,172 Russell Senate Office Building,R,2,3,Sen.,WV,junior,,"Senator, 2nd Class",0.0,599.0,97.13,N00009771,C001047,"{'AgFood': '-0.03818518518518522', 'DefenseGlobal': '0.005508771929824547', 'EnergyTransport': '0.07676991150442479', 'Finance': '-0.15332558139534883', 'Health': '0.004060000000000003', 'LaborEmployment': '0.054937500000000014'}","{'Health': 475207, 'Finance, Insurance & Real Estate': 2402526, 'Defense & Global Relations': 48050, 'Agriculture, Food, & Consumer Goods': 199450, 'Labor/Employment': 113000, 'Energy & Transportation': 1077014}"
467,-0.327,400064,,Senate,115,1943-10-05,,Benjamin,M,False,Cardin,2019-04-08 09:28:49 -0400,,L.,5.0,0.83,2018,509 Hart Senate Office Building,D,1,11,Sen.,MD,senior,,"Senator, 1st Class",1.0,599.0,95.12,N00001955,C000141,"{'AgFood': '0.16705555555555554', 'DefenseGlobal': '-0.1116388888888889', 'EnergyTransport': '0.19562711864406776', 'Finance': '0.20825000000000005', 'Health': '0.0765', 'LaborEmployment': '0.15119999999999997'}","{'Health': 662707, 'Finance, Insurance & Real Estate': 1822459, 'Defense & Global Relations': 115055, 'Agriculture, Food, & Consumer Goods': 61450, 'Labor/Employment': 225500, 'Energy & Transportation': 248490}"
468,-0.174,300019,,Senate,115,1947-01-23,,Thomas,M,False,Carper,2019-04-08 09:28:49 -0400,,R.,6.0,1.0,2018,513 Hart Senate Office Building,D,1,17,Sen.,DE,senior,,"Senator, 1st Class",1.0,599.0,89.71,N00012508,C000174,"{'AgFood': '0.1922', 'DefenseGlobal': '-0.13817142857142856', 'EnergyTransport': '0.15796491228070172', 'Finance': '0.013083333333333336', 'Health': '0.08268965517241379', 'LaborEmployment': '0.15119999999999997'}","{'Health': 483457, 'Finance, Insurance & Real Estate': 1566371, 'Defense & Global Relations': 48760, 'Agriculture, Food, & Consumer Goods': 85710, 'Labor/Employment': 157910, 'Energy & Transportation': 327688}"
469,-0.304,412246,,Senate,115,1960-04-13,,Bob,M,False,Casey,2019-04-08 09:28:49 -0400,,,1.0,0.17,2018,393 Russell Senate Office Building,D,1,11,Sen.,PA,senior,,"Senator, 1st Class",1.0,599.0,94.15,N00027503,C001070,"{'AgFood': '0.13984999999999997', 'DefenseGlobal': '-0.12943243243243244', 'EnergyTransport': '0.16434375', 'Finance': '0.27171428571428574', 'Health': '0.08090322580645161', 'LaborEmployment': '0.1986153846153846'}","{'Health': 2472736, 'Finance, Insurance & Real Estate': 9424372, 'Defense & Global Relations': 134952, 'Agriculture, Food, & Consumer Goods': 374177, 'Labor/Employment': 396442, 'Energy & Transportation': 805456}"
